longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value
-121.49,38.52,37,1902,413,955,384,3.1014,96800
-121.49,38.53,42,1468,281,571,271,3.3906,124200
-121.48,38.54,41,3364,685,1841,626,2.1975,73500
-121.48,38.53,37,1704,361,902,356,1.9837,62300
-121.47,38.54,36,2099,510,1845,483,1.4138,52500
-121.47,38.53,43,3215,725,2400,625,1.4625,54400
-121.47,38.53,44,543,146,506,125,1.3646,65400
-121.49,38.51,18,700,169,260,128,2.9219,152900
-121.49,38.5,32,2364,439,1331,449,3.319,84500
-121.49,38.5,30,1715,271,842,263,3.0313,87900
-121.5,38.5,29,2049,330,787,309,3.7414,98500
-121.49,38.51,30,3166,607,1857,579,3.1768,79500
-121.51,38.54,34,2815,479,1075,471,3.9792,164800
-121.52,38.53,31,3089,585,1366,561,4.2885,160300
-121.52,38.53,30,3377,623,1289,594,3.5737,171200
-121.52,38.51,23,6876,1456,2942,1386,3.0963,156900
-121.51,38.49,21,4426,790,1856,761,4.1,158300
-121.51,38.5,25,4719,745,1857,739,5.0371,180200
-121.55,38.51,14,5490,851,2415,837,6.5253,216800
-121.55,38.5,9,4868,738,2036,750,5.7621,204600
-121.54,38.5,15,6093,1051,2415,997,4.2075,183600
-121.54,38.51,17,8482,1590,3362,1513,4.2216,217900
-121.53,38.5,17,3087,477,1365,495,6.4667,216800
-121.53,38.51,20,6132,1324,2595,1174,3.1607,178900
-121.52,38.5,19,4900,805,2519,855,4.8497,184400
-121.53,38.48,5,27870,5027,11935,4855,4.8811,212200
-121.52,38.49,5,3344,800,1341,670,3.6196,152800
-121.54,38.49,6,9104,1535,3759,1481,5.1442,174500
-121.48,38.52,34,2561,497,1583,530,3.1583,95800
-121.48,38.51,24,979,201,723,205,2.5926,72300
-121.48,38.5,23,2679,792,1740,659,1.3679,70300
-121.49,38.49,26,1557,301,986,300,2.6613,77700
-121.5,38.49,29,3606,690,2317,696,2.7368,78200
-121.5,38.49,32,4013,725,2032,675,3.3689,83400
-121.48,38.49,26,3165,806,2447,752,1.5908,78600
-121.49,38.49,26,4629,832,2902,816,2.735,74600
-121.47,38.49,17,3595,790,2760,770,2.3233,78800
-121.47,38.48,25,2969,551,1745,487,2.6382,76200
-121.49,38.47,26,6121,1185,4224,1105,2.3496,68000
-121.47,38.48,24,2359,462,2048,476,3.2702,67300
-121.45,38.54,38,1865,384,1052,354,1.7891,60500
-121.45,38.53,38,1746,388,1142,315,1.7714,69900
-121.45,38.53,34,1893,415,884,395,2.1679,75400
-121.45,38.53,34,1717,354,848,306,2.4741,87000
-121.46,38.54,39,1453,324,843,281,1.7692,63900
-121.46,38.53,37,2745,588,1607,556,1.8007,65400
-121.46,38.54,36,1825,411,1226,391,1.5292,55700
-121.47,38.52,26,2177,638,1971,560,1.2575,66800
-121.46,38.51,18,2123,606,1576,599,1.5735,110000
-121.45,38.5,25,3033,665,1559,627,2.7101,99500
-121.47,38.5,17,1895,424,620,417,1.7188,137500
-121.47,38.51,52,20,4,74,9,3.625,80000
-121.47,38.52,42,2316,515,1597,522,1.8205,60400
-121.44,38.52,36,3446,950,2460,847,1.6521,69700
-121.45,38.51,29,4221,901,2294,850,2.2245,75900
-121.45,38.52,37,1705,325,827,326,2.6288,71200
-121.45,38.52,37,1477,321,888,312,2.5592,70300
-121.46,38.52,29,3873,797,2237,706,2.1736,72100
-121.46,38.51,32,2437,592,1596,557,1.68,84100
-121.46,38.52,34,1279,285,963,268,2.71,65600
-121.44,38.51,27,7212,1606,4828,1549,2.214,82400
-121.44,38.5,27,2527,439,1089,415,4.088,96800
-121.44,38.5,20,2033,586,1281,521,1.4007,97500
-121.42,38.51,15,7901,1422,4769,1418,2.8139,90400
-121.42,38.5,24,7740,1539,4333,1397,3.025,87900
-121.46,38.49,15,10211,1995,5656,1752,2.575,107900
-121.45,38.49,34,3573,662,1540,620,3.5323,109800
-121.44,38.49,31,4297,788,2083,771,3.3878,109300
-121.45,38.48,28,2780,510,1638,533,2.9571,103100
-121.43,38.48,12,4602,930,2299,860,3.0625,90500
-121.44,38.48,12,4929,1010,2621,870,2.7262,109800
-121.45,38.48,24,1766,340,1028,372,3.5402,98700
-121.46,38.48,8,3593,659,1710,530,3.5227,93100
-121.42,38.49,17,13180,2444,7235,2335,3.363,103000
-121.42,38.48,13,7880,1992,4749,1882,1.9657,116000
-121.4,38.49,12,7290,1283,3960,1248,3.5968,106300
-121.38,38.49,11,8537,1643,4224,1648,2.9647,108900
-121.39,38.51,19,1808,375,758,320,2.0062,92000
-121.42,38.56,21,2066,748,2548,734,1.3571,55000
-121.39,38.56,19,8507,1470,3517,1453,4.3644,137400
-121.38,38.55,23,2790,430,1407,460,4.3288,133700
-121.38,38.55,26,1532,264,781,285,4.6944,130900
-121.39,38.55,25,2171,431,1053,422,3.5278,126200
-121.39,38.55,18,1734,467,783,447,1.9044,154300
-121.4,38.55,26,2697,398,1088,389,5,142500
-121.41,38.55,14,2534,705,1495,583,1.9167,156300
-121.4,38.55,19,2497,494,748,442,2.925,142400
-121.4,38.53,38,152,30,65,35,0.9274,67500
-121.48,38.59,43,987,240,1253,237,0.9204,82100
-121.5,38.59,43,88,21,119,19,1.725,67500
-121.44,38.6,16,2987,864,1240,755,2.8231,137500
-121.41,38.56,17,7228,1369,2455,1365,5.1385,179500
-121.37,38.57,22,4899,847,1701,826,5.2449,387000
-121.39,38.57,33,2648,357,863,359,8.4016,338700
-121.4,38.57,25,2022,295,639,278,5.8416,297600
-121.41,38.57,16,4429,1124,1538,960,3.2443,190700
-121.4,38.56,22,2623,357,838,368,7.143,327800
-121.42,38.6,23,3713,1078,2194,1018,1.7451,89600
-121.42,38.6,35,1166,193,574,190,2.2452,102800
-121.42,38.6,36,1327,209,613,230,3.8672,111400
-121.43,38.61,33,2289,576,1100,503,2.1694,95700
-121.44,38.61,34,172,38,149,55,2.6442,55000
-121.41,38.61,36,3099,605,1322,623,3.4784,105500
-121.41,38.6,16,5407,1467,2523,1265,2.0471,104200
-121.41,38.59,18,5527,1446,2883,1305,2.6485,114500
-121.41,38.59,17,12355,3630,5692,3073,2.5245,99100
-121.41,38.58,18,6955,1882,2803,1740,3.089,141400
-121.39,38.61,36,2396,536,1225,515,2.9559,136600
-121.39,38.6,22,5773,1320,2607,1250,2.5238,118800
-121.4,38.61,37,1994,347,782,355,4.1488,136400
-121.38,38.59,36,1239,237,764,222,3.0156,103000
-121.39,38.59,33,2091,468,1053,470,2.2264,108100
-121.39,38.59,34,1151,234,563,251,2.8,113600
-121.4,38.59,25,2228,534,1130,481,2.5363,124600
-121.4,38.59,18,2614,624,1181,616,2.0432,156800
-121.38,38.59,36,2253,434,1018,426,3.2596,98700
-121.39,38.58,36,2019,369,878,356,2.8462,93400
-121.39,38.58,41,2577,365,913,339,6.3406,448300
-121.37,38.6,35,3137,544,1312,549,3.788,136800
-121.37,38.6,36,1119,144,414,150,5.8336,283300
-121.38,38.6,36,1249,159,362,143,6.8469,446400
-121.38,38.61,34,2888,496,1168,479,3.6053,148600
-121.37,38.59,36,2523,401,927,398,3.5179,207800
-121.37,38.58,37,2839,390,1006,400,7.3343,280400
-121.38,38.58,38,2968,475,1176,454,5.0497,191700
-121.38,38.59,38,1839,287,685,276,4.5313,189400
-121.37,38.59,36,2388,369,838,356,4.775,194100
-121.35,38.61,27,3900,776,1549,761,2.7788,115700
-121.35,38.6,27,4314,611,1662,575,5.0997,170100
-121.36,38.6,35,1930,328,805,338,4.4643,133000
-121.36,38.6,36,1275,227,530,245,3.875,133600
-121.36,38.61,35,2355,365,993,354,5.0492,144100
-121.35,38.59,29,1285,193,460,206,5.3243,265700
-121.36,38.59,32,3303,480,1185,436,5.0508,225700
-121.36,38.58,25,3196,406,978,419,8.4699,344000
-121.35,38.58,20,2992,378,1105,368,8.6572,320200
-121.34,38.58,18,1631,228,599,228,7.8031,267200
-121.34,38.59,23,2912,421,1132,410,5.9174,225900
-121.34,38.59,22,3273,480,1151,463,8.05,380000
-121.36,38.64,24,6540,1008,2667,1031,5.5632,175200
-121.36,38.63,28,6119,985,2631,934,4.875,146400
-121.35,38.62,28,4175,796,2032,830,3.4299,164000
-121.35,38.61,25,4916,1243,2140,1136,2.5511,134100
-121.36,38.61,37,2191,394,951,362,3.8882,159500
-121.36,38.62,34,2447,503,1077,456,3.058,133000
-121.36,38.63,30,2619,370,940,359,4.7283,164500
-121.37,38.64,36,322,48,133,59,4.6111,139300
-121.38,38.64,19,4563,1069,2256,926,2.1472,143400
-121.37,38.63,32,3658,797,1452,715,2.6623,120700
-121.37,38.63,37,494,86,253,99,4.8194,141100
-121.37,38.63,30,5996,1018,2532,1049,4.6127,151800
-121.37,38.62,27,1743,380,697,368,1.6678,166100
-121.38,38.62,34,2352,610,1127,592,2.2,116500
-121.38,38.62,41,774,144,356,150,3.5625,115300
-121.37,38.62,43,1077,199,447,182,3.0139,115600
-121.37,38.61,42,945,193,460,193,3.7569,127100
-121.37,38.61,39,823,146,329,144,3.0833,114100
-121.38,38.61,27,2375,537,863,452,3.0086,126900
-121.39,38.63,30,2930,739,1661,668,2.7813,118900
-121.39,38.63,34,1226,180,359,167,3.8068,150400
-121.39,38.61,35,2024,359,786,364,2.4632,156900
-121.39,38.62,27,5693,1487,2334,1387,2.2844,170500
-121.39,38.62,45,2696,624,1059,582,1.8176,160900
-121.4,38.63,30,3626,834,1577,806,2.517,130400
-121.4,38.63,31,1540,452,1079,444,1.8571,98700
-121.4,38.62,28,3671,886,1733,820,2.2292,113200
-121.4,38.61,33,3512,825,1515,782,1.9908,118800
-121.41,38.62,21,3260,763,1735,736,2.5162,97500
-121.42,38.62,33,3171,832,1591,695,2.0786,88600
-121.42,38.61,34,1126,256,589,243,2.1776,84400
-121.43,38.61,40,1134,252,675,249,1.3696,65200
-121.42,38.62,41,1087,272,462,219,2.0224,64900
-121.42,38.63,42,1385,273,740,274,2.6055,78000
-121.43,38.63,43,1009,225,604,218,1.6641,67000
-121.42,38.63,42,2217,536,1203,507,1.9412,73100
-121.43,38.62,36,1765,438,1008,382,2.0639,73000
-121.44,38.61,41,1404,313,765,330,1.8792,63300
-121.41,38.64,41,1578,317,897,333,2.3214,66800
-121.41,38.64,38,1384,287,682,280,1.9167,64400
-121.42,38.64,42,1720,382,1069,362,1.8611,60500
-121.42,38.64,44,1728,367,1042,349,1.6033,58500
-121.42,38.65,21,2274,495,1157,445,2.098,49800
-121.43,38.65,18,909,198,661,176,3.1696,77400
-121.43,38.64,34,2010,411,1501,422,2.0417,65900
-121.44,38.64,18,1756,442,837,320,1.125,70500
-121.44,38.64,25,1678,367,971,307,1.0398,62100
-121.44,38.65,28,1219,240,559,212,3.8295,122200
-121.44,38.63,38,1673,399,1116,382,1.3302,62200
-121.44,38.63,33,1077,271,753,236,1.3462,55900
-121.44,38.63,38,1402,370,970,382,1.6343,71000
-121.44,38.62,37,1607,385,972,354,1.9107,64700
-121.44,38.62,37,3009,733,1513,588,1.4387,61000
-121.45,38.65,5,2680,502,1885,498,2.6369,110000
-121.46,38.65,8,3746,767,2161,744,3.2039,103400
-121.46,38.65,14,3167,551,1787,533,3.8125,92600
-121.45,38.64,23,1481,343,1079,315,1.867,60600
-121.46,38.64,20,1517,323,1287,328,1.6607,67000
-121.46,38.63,26,3185,658,2444,626,1.56,67600
-121.45,38.63,28,1246,295,884,258,1.4397,51700
-121.45,38.62,37,1534,315,1147,322,2.5643,59800
-121.45,38.62,38,2419,605,1696,503,1.4861,63100
-121.45,38.61,32,2436,612,1509,618,1.0424,81400
-121.46,38.61,43,705,178,464,159,2.4205,60900
-121.46,38.62,35,3326,696,2511,649,1.9871,60900
-121.44,38.61,33,1591,466,1000,418,1.0467,70100
-121.45,38.6,44,2324,413,823,375,4.6625,158900
-121.45,38.61,46,1758,511,1094,484,1.0685,70000
-121.46,38.61,43,1111,269,613,290,1.2917,66300
-121.46,38.6,29,1978,538,823,490,1.9688,135600
-121.45,38.61,34,438,116,263,100,0.9379,67500
-121.47,38.63,29,2197,520,1374,483,2.1889,69300
-121.47,38.61,31,1072,,781,281,1.6563,65800
-121.47,38.61,35,1372,360,850,328,1.6331,67500
-121.52,38.65,17,1269,233,494,231,3.9615,331300
-121.53,38.61,5,8149,1913,2933,1616,3.6788,178800
-121.49,38.63,6,12197,2617,5634,2329,3.7449,129300
-121.5,38.62,8,16679,3457,7919,3329,3.7188,134500
-121.5,38.61,5,1395,373,638,322,2.6745,225000
-121.5,38.63,6,693,143,276,151,3.1944,117000
-121.49,38.62,8,15309,2996,7463,2885,3.9143,129700
-121.49,38.61,6,4391,974,1982,914,3.4291,105300
-121.48,38.62,23,7709,1279,4147,1262,3.8272,96600
-121.48,38.61,18,1511,315,1062,304,2.3438,89400
-121.51,38.69,28,800,149,450,158,2.1029,108600
-121.59,38.69,32,541,82,229,98,8.0379,383300
-121.42,38.72,10,3054,528,1932,510,3.0903,91900
-121.44,38.73,25,1287,224,727,236,4.7396,135500
-121.47,38.72,26,1708,299,911,290,4.0227,99800
-121.44,38.71,25,2336,406,1172,408,3.5129,101200
-121.42,38.7,10,2562,460,1478,433,4.0625,96200
-121.45,38.7,24,2159,369,1141,355,3.9853,90400
-121.46,38.7,32,965,183,568,188,3.8611,93900
-121.43,38.69,28,927,165,542,148,2.5,96200
-121.44,38.68,19,2476,534,1355,463,2.0625,94400
-121.42,38.68,32,2118,345,1019,338,3.725,112200
-121.41,38.69,28,1601,308,848,305,3.6429,105200
-121.44,38.69,24,3124,556,1512,555,3.1942,94900
-121.45,38.69,32,2962,526,1542,521,2.2243,89200
-121.46,38.68,35,1299,254,705,245,2.8333,103000
-121.47,38.68,19,946,182,474,173,5.0155,97300
-121.46,38.69,11,3335,658,1963,622,3.3125,96800
-121.47,38.7,31,1007,181,563,185,3.625,91300
-121.43,38.66,35,1814,367,1076,372,2.7179,81100
-121.46,38.66,3,3438,603,1602,554,3.9914,120500
-121.4,38.66,50,880,150,1148,148,2.5062,112500
-121.37,38.69,29,2103,380,1124,387,3.0833,87000
-121.37,38.68,34,1086,187,663,190,3.3074,84200
-121.38,38.68,35,1643,298,831,305,4.0673,84200
-121.37,38.68,36,1775,296,937,305,3.1786,83400
-121.37,38.69,35,1851,327,1007,286,3.2361,84000
-121.38,38.69,35,2943,554,1460,510,2.6713,84400
-121.39,38.69,38,300,47,154,51,4.0909,108300
-121.37,38.69,35,1093,192,590,190,2.7009,80200
-121.37,38.68,29,3757,646,2022,611,3.5429,88200
-121.37,38.68,35,1620,276,939,277,2.5542,72900
-121.38,38.68,35,1565,290,861,277,2.4844,77000
-121.38,38.68,40,67,17,50,32,1.7596,93800
-121.37,38.67,36,1354,258,771,267,2.2723,78800
-121.37,38.67,36,1786,338,974,319,2.555,72700
-121.38,38.67,37,2176,460,1067,357,2.3958,78400
-121.38,38.67,38,1001,228,597,226,2.2788,73400
-121.39,38.67,35,562,174,240,106,0.9338,112500
-121.37,38.7,18,3938,649,1861,606,3.6484,95000
-121.38,38.7,25,3919,764,2203,783,2.2402,89500
-121.39,38.69,30,2897,506,1508,478,3.865,88400
-121.37,38.7,26,2230,410,1155,377,3.4911,88200
-121.34,38.69,16,2686,516,1553,529,3.7857,112700
-121.34,38.69,17,1968,364,996,331,3.7031,114300
-121.35,38.68,20,7085,1222,3455,1229,4.3118,120000
-121.35,38.68,18,7923,1558,3789,1473,3.5403,98600
-121.35,38.72,2,21897,3513,8652,2873,4.5432,151300
-121.38,38.71,7,4842,935,2857,907,3.9318,133000
-121.4,38.71,15,4680,758,2626,729,3.8355,107000
-121.36,38.69,13,6850,1400,4251,1421,3.6989,93300
-121.35,38.7,5,14414,2979,7608,2832,3.5802,129600
-121.36,38.67,17,2770,684,1471,624,2.3683,82500
-121.36,38.67,5,5819,1507,3237,1356,2.2339,116600
-121.37,38.66,9,3184,779,1929,769,2.3844,86000
-121.36,38.66,22,2878,599,1362,541,2.7955,96500
-121.37,38.66,17,4866,1056,2371,1030,2.4574,103300
-121.38,38.66,17,3778,939,2393,862,1.8972,100500
-121.38,38.65,34,825,173,355,130,3.1858,109500
-121.39,38.64,33,1503,282,652,229,3.6937,99300
-121.34,38.68,28,3379,552,1543,556,4.2743,124000
-121.34,38.67,34,1503,264,731,285,4.0352,118500
-121.34,38.67,35,643,117,331,134,3.0417,120700
-121.34,38.66,16,3154,860,1837,793,1.9805,92900
-121.35,38.66,8,3322,805,1694,774,2.7011,130700
-121.34,38.66,17,1149,257,583,243,2.8092,137500
-121.34,38.66,18,4164,963,2032,898,2.119,133100
-121.35,38.66,24,3313,769,1631,681,2.5556,105700
-121.36,38.66,14,756,141,424,155,3.6953,116100
-121.37,38.64,27,1672,299,757,282,3.6786,159700
-121.35,38.65,20,2498,546,1185,506,3.2243,107900
-121.33,38.66,15,4371,908,1842,818,2.7797,105500
-121.33,38.65,23,2446,523,1132,513,2.6266,198500
-121.34,38.65,27,1595,246,610,253,4.6,199000
-121.33,38.65,24,3533,741,1496,723,2.8106,183200
-121.34,38.64,12,2772,578,1335,565,3.8068,161000
-121.33,38.64,27,2203,493,1158,492,2.4342,119500
-121.34,38.64,17,2761,501,1128,482,3.7562,139700
-121.34,38.63,13,3033,540,1363,519,4.0036,161700
-121.33,38.63,23,1947,409,866,400,2.7181,156800
-121.33,38.62,19,1853,415,772,397,2.2574,135800
-121.34,38.62,20,4021,864,1658,730,2.4537,153000
-121.34,38.61,22,1778,408,875,375,2.6023,142200
-121.34,38.61,11,1716,404,722,415,2.0926,166100
-121.33,38.61,21,2453,518,1326,505,2.7079,148000
-121.34,38.61,20,5801,1148,2586,1063,3.9063,162100
-121.33,38.6,25,4260,607,1635,640,6.2817,288200
-121.29,38.63,24,2868,527,1284,487,3.3182,213000
-121.3,38.63,31,1817,372,992,339,3.0972,150000
-121.32,38.63,20,7003,1409,3107,1315,3.0348,150500
-121.31,38.62,31,3114,430,1121,456,6.244,240000
-121.32,38.62,29,2430,448,1087,394,3.0864,177900
-121.32,38.62,33,898,190,470,201,2.6897,148300
-121.32,38.61,22,3902,845,1870,763,2.774,190200
-121.31,38.61,17,992,151,316,159,6.6238,326700
-121.3,38.64,20,5001,830,2330,830,4.0833,160000
-121.31,38.64,19,5407,838,1927,804,4.6302,195400
-121.32,38.64,19,8501,1558,3576,1467,3.6523,158500
-121.31,38.66,27,1713,282,761,295,5.2081,136400
-121.31,38.66,26,1604,245,751,267,4.7381,140500
-121.32,38.66,26,1149,193,500,194,5.078,163400
-121.32,38.66,21,1276,208,501,205,3.95,143600
-121.32,38.65,23,2628,499,1210,453,3.0952,157700
-121.31,38.65,21,2759,409,1053,374,5.5,165700
-121.3,38.66,21,3824,634,1818,600,3.712,139000
-121.3,38.66,28,3391,550,1546,553,4.2188,139200
-121.3,38.65,26,3192,447,1132,418,4.5278,144300
-121.3,38.65,36,1665,293,846,306,3.5852,121600
-121.21,38.66,15,6940,1019,2829,990,5.4889,232300
-121.21,38.65,14,3443,510,1413,505,5.6529,196000
-121.24,38.64,13,4491,689,1657,667,5.259,249400
-121.23,38.65,19,2926,476,1349,480,4.6437,212900
-121.23,38.66,19,3243,546,1334,515,4.8088,169500
-121.24,38.66,14,3335,440,1329,429,6.2082,250300
-121.28,38.66,17,7741,1401,3153,1331,3.7869,216100
-121.25,38.66,26,3670,556,1616,550,5.02,169600
-121.26,38.66,19,3170,444,1344,452,6.1183,221600
-121.27,38.66,19,1891,266,678,255,6.1872,188700
-121.27,38.66,15,2642,520,1032,475,4.1382,189800
-121.25,38.64,21,2764,363,902,360,5.6864,258700
-121.26,38.65,17,2655,421,991,384,4.6484,270600
-121.27,38.65,25,2787,601,1247,522,2.9016,159800
-121.27,38.64,22,1597,280,657,273,4.3098,213500
-121.26,38.64,40,1098,175,415,160,4.8375,217400
-121.27,38.65,33,1984,289,842,276,5.2949,173300
-121.29,38.65,27,2744,464,1340,452,3.8816,147300
-121.28,38.64,24,3459,573,1336,544,4.8661,186200
-121.28,38.63,36,120,16,30,14,10.2264,350000
-121.28,38.64,19,3574,669,1373,643,3.6298,242100
-121.28,38.71,8,4053,912,2033,897,2.8973,117100
-121.28,38.7,14,5827,1246,2578,1038,3.0212,112900
-121.28,38.71,35,3095,594,1550,576,3.575,113500
-121.28,38.7,15,5828,1051,2868,1037,3.7813,143200
-121.28,38.68,14,11442,2690,6068,2435,2.6016,121200
-121.3,38.7,18,7334,1332,3339,1271,3.235,124700
-121.3,38.69,21,6575,1105,3358,1098,4.0739,115400
-121.32,38.69,11,13796,2372,6000,2250,3.8776,124500
-121.33,38.68,13,5826,1411,2244,1219,1.9093,142900
-121.3,38.71,17,5434,1106,2755,1047,2.8226,99900
-121.29,38.71,32,1875,361,1027,343,3.5769,103800
-121.3,38.72,15,2514,482,1166,503,2.2813,131900
-121.31,38.72,11,2306,420,1308,418,3.9506,122200
-121.32,38.71,14,4594,774,2474,782,4.5245,127500
-121.31,38.71,18,3998,744,2071,660,4.3836,102000
-121.32,38.7,17,3214,551,1879,562,4.3643,124900
-121.32,38.7,16,2966,578,1365,480,3.2444,118400
-121.32,38.7,16,3592,642,1740,629,3.0703,126000
-121.33,38.7,15,2226,421,1004,417,2.7868,117800
-121.33,38.69,15,3137,509,1635,544,4.6923,122700
-121.32,38.68,25,1252,207,587,217,3.5893,146400
-121.32,38.67,10,3908,890,1898,798,2.8426,130600
-121.32,38.67,21,3455,706,1605,704,3.1382,91600
-121.31,38.67,26,1387,226,807,244,4.1563,135700
-121.33,38.67,17,2683,704,1410,659,1.962,130200
-121.33,38.66,17,2767,584,1275,568,2.5909,125400
-121.31,38.67,27,1998,353,970,343,4.8224,115500
-121.32,38.67,31,2532,479,1396,467,4.0417,114500
-121.29,38.68,12,5098,1094,2029,1065,3.5444,132500
-121.3,38.69,13,2135,429,779,432,3.6995,134900
-121.31,38.68,16,5179,1271,2181,1151,2.1009,82500
-121.31,38.68,22,1194,207,545,223,3.8603,134300
-121.3,38.67,15,4018,850,2070,814,3.0733,119800
-121.3,38.68,19,2655,438,1253,454,5.2817,140600
-121.3,38.67,20,1234,208,649,211,4.8523,143000
-121.3,38.66,32,2915,492,1292,454,3.3188,117100
-121.3,38.67,23,2145,340,1022,349,4.2037,125400
-121.27,38.7,16,3747,586,1817,590,4.6488,145300
-121.27,38.69,16,3389,597,1674,568,4.4489,145600
-121.26,38.68,4,3080,827,1195,683,2.7477,133000
-121.24,38.7,13,3243,488,1585,480,5.7133,166800
-121.25,38.7,16,3262,533,1794,543,4.2464,144400
-121.26,38.69,17,3917,638,1809,564,5.2586,137000
-121.25,38.69,17,3050,481,1490,489,4.5562,134500
-121.25,38.69,24,1014,185,606,194,4.1607,112800
-121.24,38.68,20,1402,236,676,236,3.7426,135500
-121.25,38.68,15,1497,243,730,242,4.9688,135600
-121.26,38.68,13,4256,619,1948,622,5.2051,167400
-121.25,38.68,13,503,70,267,77,6.1943,276100
-121.25,38.67,14,6155,1034,2407,941,4.2262,244300
-121.26,38.67,18,1830,313,905,361,4.2273,141800
-121.27,38.67,16,3185,886,1550,802,2.5199,149000
-121.26,38.66,8,1145,241,447,216,4.0781,124300
-121.27,38.67,15,2116,524,866,519,2.7388,111600
-121.27,38.67,15,1701,346,723,352,3.8906,128700
-121.28,38.68,16,3467,615,1478,601,3.75,147300
-121.28,38.67,23,1727,264,833,258,5.4797,160000
-121.28,38.67,29,1087,174,430,174,4.3625,158800
-121.29,38.68,20,1881,378,921,360,1.8589,144000
-121.29,38.67,20,1992,363,889,346,3.6516,130500
-121.25,38.72,15,6838,941,3166,926,5.2177,162700
-121.27,38.71,16,4082,666,1912,652,4.4609,142900
-121.25,38.71,14,3713,637,1845,635,4.3009,143400
-121.26,38.7,9,7812,1348,3275,1178,4.3826,146600
-121.17,38.69,5,7138,1227,2623,1139,5.6902,243200
-121.19,38.71,11,4415,,1520,627,3.2321,390800
-121.18,38.69,7,7104,970,2772,920,6.3528,274500
-121.2,38.7,28,2970,471,1379,463,4.3214,131700
-121.2,38.69,26,3077,607,1603,595,2.7174,137500
-121.22,38.68,10,6262,1278,2954,1169,3.4506,139000
-121.22,38.71,23,1843,273,818,276,4.4695,214700
-121.23,38.71,18,4947,714,2227,675,4.8542,170500
-121.23,38.69,19,5268,849,2357,849,3.9226,148700
-121.23,38.67,27,5266,971,2432,948,3.8954,133000
-121.24,38.67,28,3558,589,1742,581,4.0182,131700
-121.2,38.68,9,2200,422,938,369,3.4896,143800
-121.21,38.67,11,5500,956,2827,946,4.1071,145800
-121.22,38.67,20,1412,226,700,227,4.05,130700
-121.21,38.67,19,2987,626,1610,605,3.0533,112100
-121.19,38.67,16,1754,284,773,277,4.817,147000
-121.2,38.67,26,1546,287,773,299,2.9803,115400
-121.2,38.67,10,3875,668,1632,593,4.6902,171000
